11231	1
6707	1
14844	1
18548	2
8005	1
3677	1
670	3
7014	3
4513	3
5138	2
4302	1
3722	3
4823	1
14391	3
4960	3
17325	2
12822	1
4747	3
543	3
18638	3
12634	2
6920	3
18089	3
9437	1
86	2
18276	3
11102	2
12808	3
10520	1
17974	3
4814	1
17028	2
3733	3
7557	3
9482	2
12010	1
18414	3
10719	2
11426	3
6657	2
1046	1
9455	3
8178	3
13332	2
2733	2
14697	2
13679	1
17262	2
18586	3
2938	2
17113	3
9116	2
18572	3
19033	2
17555	3
6615	3
8242	3
15254	3
7046	2
18403	2
313	2
15063	3
2461	1
1643	2
13773	2
16435	3
16848	1
1452	2
7515	2
4329	2
5570	3
9964	2
2266	2
17906	2
16212	3
12544	2
4145	2
1549	1
9439	3
12019	2
1744	3
12383	3
13240	2
11882	3
2119	2
8830	3
474	2
18324	2
15131	1
11298	3
13880	1
9508	3
4839	3
7482	2
6373	2
14482	1
9332	1
10878	1
5701	1
10570	2
12635	3
16367	3
6179	1
5749	3
7670	1
10637	3
17893	2
9678	1
5164	3
3386	1
13361	2
3607	2
3437	2
9817	2
14768	2
13553	3
12732	1
13521	2
3960	3
15938	2
17369	3
15719	2
12303	1
9970	2
12831	1
2879	1
9080	2
10673	1
6480	1
2870	2
2382	2
16096	3
5040	3
1708	3
17954	3
16792	1
3285	3
8590	3
4284	1
15283	3
17418	1
7802	2
11787	3
3132	2
8687	3
9051	2
3513	3
18877	2
1524	2
15192	3
10531	2
2447	3
7256	3
14242	2
183	2
12589	1
13690	1
3475	2
14098	2
1610	2
13491	3
10237	3
15453	3
2793	3
3216	2
8069	2
9197	2
15081	3
19078	1
4414	3
14770	3
14285	1
1486	1
1581	1
19023	3
18564	3
8961	2
2311	2
653	2
6198	3
11608	3
18317	3
12241	2
1432	2
16336	3
11699	3
1147	3
1131	3
9832	2
18098	2
19529	2
7270	2
7617	3
17804	1
18963	2
6973	3
12355	3
11098	1
17141	3
15172	2
8946	3
18701	3
13015	3
12138	1
14505	3
14775	3
17601	2
4338	3
19681	3
5184	3
1641	3
12385	3
13648	1
14555	2
6377	3
7819	3
19485	1
9245	3
15686	2
13881	2
9781	2
16256	3
5664	1
1415	3
16912	1
18921	2
14449	2
11068	2
16545	2
17364	3
10945	2
6929	3
19433	2
18939	2
16715	3
2691	2
14619	1
10131	3
320	3
18656	3
7062	2
14548	3
1106	2
7772	3
7683	3
11122	2
7266	3
9774	2
6367	1
11394	2
3935	3
3806	2
15022	1
108	2
18213	3
4450	1
12083	3
3892	3
11343	2
14677	1
7784	3
12103	2
18846	2
3459	2
5500	1
3669	2
9570	2
844	3
7912	2
620	2
15024	1
9406	3
15086	3
4394	3
8300	3
17350	2
14077	2
11289	2
10361	2
1320	2
12180	2
9833	3
4097	2
14329	1
13625	2
9870	2
6909	3
11141	3
16321	1
19068	3
8690	2
18703	2
12696	3
7705	3
3029	2
6861	3
4090	1
4	1
18618	2
8025	3
4728	3
2256	2
9517	2
17620	1
7084	1
13489	1
14238	2
16355	3
16613	2
424	3
11650	1
6648	3
3696	3
6873	3
5848	2
487	3
6874	1
16919	3
11925	3
17039	1
3908	2
14438	3
7788	2
259	1
9646	3
6465	2
9397	3
16838	3
13505	2
3119	3
3248	3
9373	2
2244	3
9779	3
17403	1
11841	2
1839	2
18622	2
16847	2
10527	1
3287	1
4965	3
5252	1
6981	3
13632	1
9694	3
12891	2
3275	3
8577	2
1926	3
9149	2
19569	2
9904	2
5143	2
692	2
3931	3
9476	2
4054	2
17665	3
13111	2
13367	2
11425	3
15480	1
15404	3
18750	3
674	3
5710	1
2626	3
11027	3
4466	2
7353	2
16442	3
538	2
3959	1
2315	3
19214	3
5336	2
2308	1
15961	1
6641	3
12	3
16239	3
9580	3
4159	3
3912	1
8603	1
5931	3
16214	1
6289	2
2460	2
12602	2
1550	1
15264	3
13822	1
8741	3
15161	2
1970	2
16420	2
17786	2
12995	2
11029	2
13855	3
14237	1
9199	3
1880	2
4265	3
6573	3
1810	3
10315	1
1108	1
4906	3
15484	3
12375	3
17384	2
630	3
8340	2
17650	3
16614	2
12917	3
17159	3
6371	2
15171	2
18210	3
6683	2
12895	3
14279	3
5024	3
18314	2
16910	2
16027	2
18695	3
10508	2
10274	1
13802	3
1326	2
1760	3
1956	3
16225	2
3805	2
13879	3
1679	3
14384	3
19296	2
3866	3
18771	2
12372	2
15159	2
5774	1
3349	2
15840	2
7821	3
13933	3
14892	3
8528	3
10897	2
3540	3
5927	3
13835	2
18698	3
14695	1
10433	1
13325	2
15106	3
8482	3
2150	2
6277	2
8823	3
12670	3
15909	2
4481	2
11250	2
11124	2
7207	2
5499	3
17728	2
12101	3
13630	1
19578	2
9516	1
11506	2
16098	1
7860	3
8240	2
12267	2
17327	1
5883	3
8298	1
12155	2
18214	3
15278	1
17988	1
2806	2
16662	2
17127	2
6186	2
17507	3
1912	3
14073	3
15070	1
3170	3
12165	3
19243	3
3995	2
19172	1
7347	3
11217	2
9524	3
6355	3
9752	3
13465	2
11225	3
1471	2
14713	3
10073	2
1556	2
2333	2
6549	2
4220	2
18306	2
2372	2
9846	1
4495	3
12453	3
12606	2
10855	3
5974	2
14668	3
10799	3
4646	3
15656	2
8997	2
2578	1
19663	2
256	3
6001	2
2022	2
338	1
7362	1
11147	3
16124	1
16161	1
11543	3
13327	1
17985	3
11804	2
12724	3
14465	2
17207	2
15714	3
11434	1
12463	3
6419	3
8336	2
12420	2
7687	2
2772	2
3241	1
4030	3
10962	3
6466	3
8280	2
18025	1
9807	2
19414	2
13971	1
3402	1
13818	2
18451	2
2069	3
14151	1
1767	2
10899	2
13251	3
4165	1
1770	2
16268	3
2061	2
6974	3
8105	2
16983	2
12408	1
18429	2
6422	2
5886	2
8009	1
4686	3
472	3
1192	1
18401	2
17839	1
4730	3
3297	2
8974	1
17957	3
10301	3
12912	3
4606	3
15406	1
7611	2
10179	3
2792	2
2373	2
14189	1
496	3
14158	2
18646	3
7599	2
15607	3
2732	2
15248	3
6556	1
10753	1
3487	2
3022	2
6243	2
13498	3
14306	1
8202	1
2093	3
1571	3
15358	2
12016	1
858	3
10690	1
6420	3
1136	3
16231	3
8368	2
5533	2
4824	1
18560	3
2247	3
477	3
17884	3
17833	2
372	3
2296	2
17391	1
7836	3
19435	3
14992	2
10581	3
6456	2
16322	2
2929	3
3205	2
3480	3
663	3
2867	2
18005	1
3603	1
4161	3
3159	2
13222	2
7514	3
15757	3
10101	1
7185	3
13827	2
5871	3
2845	2
4395	2
9480	2
16265	2
18961	3
5299	3
6356	2
127	2
8987	2
2028	3
17115	1
920	3
9083	3
19367	2
4634	2
9201	3
18894	3
6561	3
8195	1
8248	3
6008	1
19248	3
18872	3
15796	1
18193	3
4894	3
13329	2
17548	3
727	2
5669	2
17236	1
12656	2
10067	3
11967	1
8722	2
15010	3
7424	3
16528	3
707	3
13142	1
5510	3
8294	2
10478	3
351	3
16141	2
14165	3
457	3
7419	2
10005	3
12975	2
18561	1
6737	3
1391	2
5448	1
7843	3
8413	3
1937	1
8480	2
4608	2
13266	3
15438	1
3429	3
897	2
19550	3
6957	2
1515	3
6425	2
17511	1
19189	2
5593	2
16050	3
10263	2
6930	3
705	3
4407	1
7066	2
18531	1
4451	1
16186	1
7723	1
15255	1
2452	2
14048	3
12612	2
9879	2
13994	2
14045	3
12929	3
16632	1
12793	1
2053	2
11187	1
14821	3
18299	1
7559	2
5468	2
1608	2
762	3
8130	3
1293	2
9231	2
16271	3
10692	3
11083	1
14632	1
11357	3
5342	3
16168	3
1792	1
1073	3
14119	2
5742	3
6238	2
6539	2
18554	1
599	2
5768	3
17124	3
9612	2
13076	3
15857	1
1482	2
17700	2
9425	2
2005	2
900	3
15597	2
3676	2
12965	2
5194	1
4931	3
1472	2
6606	3
8533	3
5559	2
15530	3
2700	2
7509	2
11499	3
5957	1
6190	2
2672	3
6385	3
13836	2
19262	2
4252	3
10388	2
11980	3
12933	2
9297	3
12540	2
11478	2
9207	3
3417	2
9512	3
7739	3
4241	2
13161	3
16458	2
9333	3
6871	1
8097	1
4084	1
11909	3
13905	2
298	2
17446	2
11139	2
19014	3
4534	3
12819	2
5104	2
9130	2
19253	3
14172	2
1239	2
9555	3
12794	2
10346	3
8385	3
7665	3
2078	3
258	3
17779	2
9434	2
1366	2
4563	1
8305	2
12827	2
16793	1
15698	3
13214	2
17706	2
18281	1
9919	2
10104	2
892	3
8758	3
261	3
8888	3
13488	1
15128	3
7907	2
3004	3
16840	2
14801	2
3938	3
16247	3
4958	3
8809	1
17426	3
7432	2
13292	3
2834	2
4388	3
7980	2
1700	3
2044	3
12710	2
10542	1
10832	3
19410	1
14492	2
16606	2
18345	3
3974	3
16045	3
7667	2
6537	3
18756	3
42	2
11163	1
18113	2
16220	1
7291	2
7122	1
16472	1
7524	2
4181	3
8495	1
16749	3
1640	3
8791	3
12426	2
10843	3
8992	2
17588	2
9042	2
7855	3
602	2
14017	1
17818	2
305	2
3146	3
9045	2
15852	1
1051	2
5761	1
3373	3
11525	1
937	1
10013	2
19467	2
19221	2
18941	1
13839	2
13062	1
5918	1
2169	2
17150	1
5047	1
2568	3
5738	2
5525	2
16166	3
13105	3
403	1
7580	3
1586	3
7532	2
4953	1
19087	2
13981	3
15910	2
14412	3
10797	3
9566	3
19415	1
2008	3
7295	3
16883	3
17712	3
9053	3
6712	2
10105	1
7275	3
12215	3
10780	2
11836	1
16303	3
17724	3
5822	2
13433	3
9669	3
16512	3
11776	1
12346	2
14002	2
13181	2
6551	3
2696	3
17176	3
