2352	2353	1
10226	15452	1
8103	1610	1
9352	8647	1
19111	16323	1
874	2124	1
4956	11844	1
10650	6107	1
1763	1045	1
6904	8334	1
8501	11455	1
4579	1126	1
13767	11345	1
17405	14670	1
11080	4927	1
3606	3607	1
3317	2930	1
858	3187	1
3941	3942	1
4394	2620	1
19972	16908	1
3878	1357	1
1255	1709	1
3598	2101	1
11513	1615	1
8209	7315	1
3552	15136	1
20441	9419	1
17618	15070	1
835	17861	1
10131	6966	1
8124	3497	1
735	4006	1
5468	16941	1
8102	2432	1
5054	6735	1
6226	7267	1
14367	7541	1
15536	3049	1
17012	4393	1
19279	2602	1
3707	5985	1
16677	8321	1
14132	14642	1
58	322	1
16499	3301	1
19971	4237	1
12208	969	1
1424	3847	1
16417	500	1
11316	21339	1
7179	2911	1
8085	8086	1
10509	747	1
13949	1957	1
3487	10237	1
1006	2079	1
18642	3436	1
17368	6563	1
13056	12569	1
5896	3190	1
3055	1406	1
4857	17815	1
21448	5522	1
2127	13526	1
6678	7211	1
6531	15321	1
15600	3237	1
16576	14659	1
8159	4062	1
4250	1285	1
6384	3392	1
15286	14316	1
19222	17150	1
7308	1075	1
9841	9747	1
11062	1911	1
8752	7854	1
8399	321	1
6063	21474	1
3964	3362	1
13240	3835	1
6834	869	1
3900	2267	1
9319	12298	1
2445	3457	1
3049	7182	1
8	9	1
9653	5289	1
7813	520	1
8523	3777	1
3184	5342	1
7586	7317	1
20759	9419	1
10235	2667	1
17850	739	1
11793	7720	1
3846	3707	1
1363	13211	1
12846	9866	1
7344	9811	1
1832	10032	1
2502	5167	1
8632	3082	1
3777	7952	1
15753	3231	1
1173	701	1
12115	251	1
1657	6315	1
21780	13817	1
943	942	1
7450	6221	1
8828	8318	1
3500	3501	1
8123	10787	1
18100	17230	1
8042	7149	1
5912	1172	1
1787	253	1
7729	10251	1
755	1156	1
15944	2826	1
5864	2168	1
21820	2385	1
9221	5966	1
13602	7388	1
2442	1649	1
16446	1031	1
1559	3004	1
3365	13641	1
6917	5014	1
10252	2693	1
16185	9988	1
1101	2236	1
19880	1743	1
2146	5256	1
9316	632	1
12195	12043	1
5801	2875	1
12427	6162	1
3426	1066	1
7831	7832	1
20782	8129	1
14457	1247	1
10533	10534	1
10999	4380	1
4785	5731	1
15217	1138	1
4041	9732	1
2793	45	1
16693	2347	1
2326	555	1
