1430	825	0
2291	1042	0
1796	1979	0
3008	3278	0
875	1334	0
1340	2264	0
804	1599	0
1455	1799	0
188	2876	0
1830	541	0
745	70	0
924	847	0
258	2068	0
1941	1071	0
440	2431	0
1243	2433	0
2212	1730	0
1066	2198	0
902	2143	0
736	155	0
1425	2598	0
2848	1880	0
2218	904	0
551	1443	0
1221	902	0
64	439	0
933	737	0
1625	1518	0
2973	930	0
1155	291	0
2128	1783	0
882	1315	0
2439	617	0
3174	359	0
2610	1162	0
2734	2239	0
692	547	0
2452	2202	0
1369	2276	0
1893	127	0
196	2251	0
2743	1887	0
1667	2577	0
1172	10	0
630	335	0
1436	1609	0
405	2152	0
339	711	0
1834	2288	0
1242	1746	0
1430	1573	0
1448	137	0
2043	1113	0
269	952	0
1784	3262	0
872	3273	0
2058	588	0
1827	2144	0
801	250	0
2613	1272	0
2751	995	0
524	2797	0
3164	2212	0
1211	3122	0
5	3127	0
2791	1034	0
2453	2704	0
1894	2847	0
2224	925	0
885	1940	0
9	2713	0
2791	978	0
84	738	0
3276	634	0
2910	2964	0
2402	869	0
2956	3077	0
2711	596	0
1720	606	0
1531	343	0
397	636	0
2065	2584	0
2334	2573	0
998	951	0
2142	2537	0
2181	773	0
2099	470	0
1514	3210	0
2784	1140	0
719	1846	0
2367	1722	0
328	2751	0
1074	1027	0
466	988	0
716	1701	0
2155	41	0
1142	19	0
683	1635	0
1889	1530	0
2914	3142	0
2321	1764	0
1810	2163	0
1695	615	0
53	1639	0
1623	3085	0
1007	1561	0
2166	2870	0
886	331	0
2390	3058	0
39	68	0
1348	1208	0
262	1526	0
1133	1861	0
396	3252	0
371	1217	0
334	2654	0
2707	786	0
1735	2689	0
3039	365	0
1702	1781	0
1867	2619	0
1723	3091	0
1910	1691	0
1046	3024	0
2418	449	0
665	2158	0
151	297	0
2454	2712	0
2295	191	0
857	692	0
435	2575	0
3253	1531	0
1118	2109	0
908	1825	0
2420	2352	0
811	1598	0
1942	1158	0
3046	1209	0
373	1437	0
21	2332	0
749	822	0
2294	1572	0
2635	2940	0
27	3002	0
1531	2504	0
1832	351	0
3096	399	0
1571	2071	0
2417	687	0
413	2532	0
702	2544	0
1684	1277	0
3224	2457	0
2435	1683	0
2031	1787	0
1294	2360	0
146	2767	0
3170	454	0
258	241	0
2355	407	0
2731	1908	0
1523	1324	0
1304	1627	0
897	1616	0
2275	2616	0
916	191	0
2878	1413	0
1417	1533	0
1253	2496	0
2364	3252	0
350	3110	0
2035	2186	0
1736	2834	0
1327	2247	0
352	2168	0
3073	3227	0
482	777	0
291	3186	0
1806	307	0
3224	840	0
1021	907	0
1348	2288	0
1187	803	0
3068	1324	0
2211	2975	0
2384	1693	0
3157	546	0
2845	2940	0
1270	2674	0
455	2469	0
3271	1659	0
2704	2597	0
2692	1897	0
1558	1	0
908	3137	0
70	2243	0
1242	3245	0
2711	1203	0
3027	2989	0
2746	2885	0
1395	3134	0
820	1554	0
108	1048	0
1325	772	0
1274	1597	0
1220	1885	0
1335	3117	0
2429	285	0
634	2978	0
2642	13	0
3253	3206	0
212	2123	0
3196	2410	0
1311	2654	0
2132	1862	0
251	912	0
2550	2918	0
2482	445	0
2173	300	0
1970	2678	0
2044	3108	0
3188	1778	0
507	671	0
1459	2067	0
2926	1147	0
1371	718	0
3123	809	0
