2973	11420	0
390	13065	0
3284	11964	0
15943	7579	0
2824	3090	0
17658	11978	0
7682	6434	0
10922	7692	0
4586	265	0
15203	9201	0
15162	19121	0
7330	2404	0
9041	17789	0
6325	5022	0
4584	17376	0
11967	7531	0
3575	8979	0
19688	16162	0
12298	8004	0
6227	385	0
18032	13355	0
5855	11732	0
15796	6661	0
14417	1821	0
16018	10197	0
15361	14119	0
11657	9047	0
6006	17137	0
8637	7174	0
16018	13275	0
2314	1989	0
12004	16638	0
16755	15289	0
7037	14025	0
15305	2115	0
16404	7925	0
15282	6166	0
10286	17173	0
9373	8220	0
5216	5954	0
3903	12724	0
17301	7743	0
19616	13084	0
8472	19083	0
11836	16444	0
9290	2083	0
2400	15915	0
14991	10867	0
16563	14885	0
12513	11900	0
2408	14445	0
4500	15695	0
15512	14942	0
10773	10361	0
8870	13110	0
9368	7231	0
9212	12858	0
10862	3855	0
14176	6064	0
13624	12948	0
7288	3921	0
8000	858	0
19246	8354	0
4729	9844	0
4657	14206	0
1868	7648	0
1300	18903	0
5898	9273	0
18622	17561	0
9059	4211	0
18280	6994	0
10055	3053	0
16652	4859	0
10889	18252	0
8602	13945	0
6561	10054	0
18625	9271	0
7158	2519	0
9584	14860	0
4033	16937	0
3335	19642	0
18770	17181	0
3363	6393	0
877	2601	0
2072	5010	0
9960	6777	0
8187	7751	0
6843	4396	0
17440	12589	0
556	5039	0
13824	18887	0
11967	6625	0
15838	18466	0
3404	18658	0
8432	15504	0
3452	16232	0
15133	2735	0
13457	9260	0
9278	3004	0
2511	5600	0
14984	15564	0
6329	17659	0
1290	17008	0
17285	11747	0
9744	3642	0
12531	475	0
7327	16995	0
13079	16411	0
2835	12147	0
436	5828	0
9741	11048	0
12679	6003	0
4980	15297	0
16566	527	0
12291	6315	0
13644	17219	0
16535	2074	0
15630	7541	0
19570	13933	0
19550	8696	0
7377	4980	0
3259	11984	0
3768	3422	0
9297	449	0
6618	14839	0
18635	11878	0
10356	15090	0
16032	8247	0
6210	13251	0
10803	12691	0
4837	9591	0
9766	3092	0
170	2899	0
7779	692	0
17030	14690	0
2763	6061	0
18498	9474	0
13160	5697	0
1503	17981	0
15245	4736	0
5136	9102	0
11836	6527	0
8621	12382	0
9888	15534	0
8561	19046	0
16546	7219	0
12172	17335	0
9204	19151	0
5580	4897	0
7151	8757	0
7335	2285	0
6678	8212	0
3056	8557	0
5360	10844	0
18698	7181	0
4738	12444	0
3986	15671	0
7208	11719	0
12127	9267	0
7516	5482	0
8336	15553	0
15576	5959	0
8674	12777	0
15570	12459	0
17504	17687	0
8316	10469	0
18238	4375	0
9034	16202	0
14560	11330	0
15340	11078	0
14813	15573	0
2123	16742	0
15680	7309	0
19440	3019	0
12197	11965	0
8879	7620	0
17562	18569	0
6813	5092	0
11848	5056	0
14179	13444	0
18053	12187	0
17702	6415	0
2586	9523	0
9955	398	0
11720	8486	0
13042	6266	0
17235	10728	0
10887	17352	0
10792	8069	0
18855	4583	0
14081	18298	0
16397	10359	0
11609	15029	0
5787	6857	0
10820	12547	0
18678	138	0
2992	13245	0
15516	18111	0
6377	5298	0
10749	3669	0
11115	13044	0
11898	11938	0
2687	11252	0
12271	17656	0
1161	18452	0
3177	2374	0
956	11863	0
3264	7265	0
11975	18314	0
14233	7684	0
11715	4117	0
11391	2862	0
4986	9597	0
7464	4528	0
2945	7086	0
8173	18416	0
5918	9103	0
